Date,MSCI World EUR,MSCI Europe EUR,MSCI USA EUR
3/1/2000,144.7510,132.9091,138.8971
4/1/2000,144.7510,127.7241,131.3964
5/1/2000,144.7510,124.5465,131.2927
6/1/2000,144.7510,123.9529,130.0197
7/1/2000,144.7510,126.7611,135.2971
10/1/2000,144.7510,128.5809,137.2978
11/1/2000,144.7510,127.7532,134.9741
12/1/2000,144.7510,127.6338,134.5215
13/1/2000,144.7510,128.4314,136.3218
14/1/2000,144.7510,131.5659,139.6194
17/1/2000,144.7510,132.5407,140.1801
18/1/2000,144.7510,129.5036,138.7348
19/1/2000,144.7510,129.1396,139.0781
20/1/2000,144.7510,128.9649,137.9605
21/1/2000,144.7510,128.4381,137.9989
24/1/2000,144.7510,128.7948,134.9129
25/1/2000,144.7510,126.4844,135.1617
26/1/2000,144.7510,127.9527,135.2130
27/1/2000,144.7510,129.7837,136.4223
28/1/2000,144.7510,129.5637,133.8734
31/1/2000,139.6760,127.0715,137.1546
1/2/2000,139.6760,129.1882,139.7675
2/2/2000,139.6760,130.9610,139.6474
3/2/2000,139.6760,132.7501,139.4920
4/2/2000,139.6760,132.8780,139.9445
7/2/2000,139.6760,131.6634,140.2597
8/2/2000,139.6760,134.6692,140.4983
9/2/2000,139.6760,134.7895,136.9223
10/2/2000,139.6760,134.3913,137.8546
11/2/2000,139.6760,134.1021,135.1455
14/2/2000,139.6760,133.0326,136.2160
15/2/2000,139.6760,130.5969,136.6731
16/2/2000,139.6760,132.2305,134.8857
17/2/2000,139.6760,133.4157,134.4652
18/2/2000,139.6760,132.7704,130.6546
21/2/2000,139.6760,131.3077,130.3965
22/2/2000,139.6760,130.8538,128.2652
23/2/2000,139.6760,132.7886,129.6631
24/2/2000,139.6760,132.9794,130.1149
25/2/2000,139.6760,135.5968,130.3877
28/2/2000,139.6760,134.1200,133.4704
29/2/2000,142.1870,135.7137,135.9291
1/3/2000,142.1870,137.4015,136.1933
2/3/2000,142.1870,140.3246,137.1364
3/3/2000,142.1870,141.8031,140.4456
6/3/2000,142.1870,143.0181,138.4205
7/3/2000,142.1870,141.8487,135.3146
8/3/2000,142.1870,140.1872,136.5225
9/3/2000,142.1870,140.4909,138.0625
10/3/2000,142.1870,141.6772,137.8993
13/3/2000,142.1870,138.3315,136.6971
14/3/2000,142.1870,138.6008,135.0203
15/3/2000,142.1870,135.3198,137.3438
16/3/2000,142.1870,137.3576,143.2270
17/3/2000,142.1870,138.4684,144.4260
20/3/2000,142.1870,139.9644,143.7882
21/3/2000,142.1870,139.9304,147.2435
22/3/2000,142.1870,140.3696,149.5680
23/3/2000,142.1870,139.5773,151.0233
24/3/2000,142.1870,142.5208,150.7989
27/3/2000,142.1870,142.2691,150.6565
28/3/2000,142.1870,142.6793,149.6752
29/3/2000,142.1870,142.3688,151.9352
30/3/2000,142.1870,138.8903,149.5189
31/3/2000,152.8050,139.6846,150.2761
3/4/2000,152.8050,137.2915,151.2583
4/4/2000,152.8050,137.9917,150.6714
5/4/2000,152.8050,134.9349,148.1492
6/4/2000,152.8050,137.9314,150.3409
7/4/2000,152.8050,139.6345,151.7520
10/4/2000,152.8050,139.4519,150.6135
11/4/2000,152.8050,136.7104,149.7253
12/4/2000,152.8050,136.6582,147.3257
13/4/2000,152.8050,136.8401,145.0042
14/4/2000,152.8050,133.1385,136.2548
17/4/2000,152.8050,131.3160,141.0570
18/4/2000,152.8050,132.9742,145.8520
19/4/2000,152.8050,134.8312,145.4889
20/4/2000,152.8050,135.7068,146.4709
21/4/2000,152.8050,135.7068,146.4709
24/4/2000,152.8050,135.7022,145.8970
25/4/2000,152.8050,137.0783,152.3663
26/4/2000,152.8050,138.4434,151.4506
27/4/2000,152.8050,137.3540,153.8083
28/4/2000,153.5320,140.0472,152.5581
1/5/2000,153.5320,140.0250,154.4717
2/5/2000,153.5320,142.6135,152.3391
3/5/2000,153.5320,140.6357,151.8438
4/5/2000,153.5320,140.2765,151.0490
5/5/2000,153.5320,140.6493,153.2289
8/5/2000,153.5320,139.6826,152.2349
9/5/2000,153.5320,137.3322,149.6280
10/5/2000,153.5320,134.5555,145.2458
11/5/2000,153.5320,136.9527,149.1239
12/5/2000,153.5320,138.7082,149.9300
15/5/2000,153.5320,137.1985,151.5919
16/5/2000,153.5320,140.1481,154.7373
17/5/2000,153.5320,138.2687,154.9863
18/5/2000,153.5320,138.4429,153.2327
19/5/2000,153.5320,134.2469,150.5719
22/5/2000,153.5320,131.8631,147.9382
23/5/2000,153.5320,132.5856,144.4676
24/5/2000,153.5320,131.3644,147.1543
25/5/2000,153.5320,134.1691,145.2866
26/5/2000,153.5320,132.6437,141.9017
29/5/2000,153.5320,133.8181,141.6264
30/5/2000,153.5320,135.6893,145.2405
31/5/2000,153.5320,136.3262,145.7977
1/6/2000,153.5320,137.9964,147.9508
2/6/2000,153.5320,141.3834,148.5972
5/6/2000,153.5320,140.1115,147.7320
6/6/2000,153.5320,139.1026,144.5857
7/6/2000,153.5320,138.2030,146.3064
8/6/2000,153.5320,138.3844,145.8516
9/6/2000,153.5320,138.1904,145.4776
12/6/2000,153.5320,138.1963,143.9078
13/6/2000,153.5320,137.7781,145.0136
14/6/2000,153.5320,139.2909,145.3422
15/6/2000,153.5320,138.5061,147.2209
16/6/2000,153.5320,137.8349,144.3826
19/6/2000,153.5320,137.3918,146.5607
20/6/2000,153.5320,138.7481,146.4878
21/6/2000,153.5320,137.5656,148.3238
22/6/2000,153.5320,137.1016,146.8853
23/6/2000,153.5320,136.9192,146.3223
26/6/2000,153.5320,136.9130,147.2567
27/6/2000,153.5320,135.9677,145.9381
28/6/2000,153.5320,136.3533,146.0765
29/6/2000,153.5320,133.1183,144.1090
30/6/2000,146.7670,134.5691,144.3097
3/7/2000,146.7670,136.7476,146.6447
4/7/2000,146.7670,136.7149,146.9072
5/7/2000,146.7670,135.7124,143.7430
6/7/2000,146.7670,136.1370,144.7608
7/7/2000,146.7670,138.4794,147.8151
10/7/2000,146.7670,138.0183,146.9030
11/7/2000,146.7670,137.8981,147.5507
12/7/2000,146.7670,138.9819,149.6657
13/7/2000,146.7670,139.7388,151.3057
14/7/2000,146.7670,140.0946,152.2021
17/7/2000,146.7670,140.8966,152.6783
18/7/2000,146.7670,139.6399,151.5072
19/7/2000,146.7670,139.7284,151.9563
20/7/2000,146.7670,140.7080,153.3645
21/7/2000,146.7670,138.4614,150.2351
24/7/2000,146.7670,138.6896,148.5941
25/7/2000,146.7670,138.1407,147.9570
26/7/2000,146.7670,138.0630,145.5358
27/7/2000,146.7670,135.9691,146.4176
28/7/2000,146.7670,135.5906,145.5745
31/7/2000,147.4110,136.8292,146.4759
1/8/2000,147.4110,136.7518,147.5506
2/8/2000,147.4110,137.1433,149.5284
3/8/2000,147.4110,135.5964,152.3171
4/8/2000,147.4110,136.8032,152.5904
7/8/2000,147.4110,137.9882,153.9509
8/8/2000,147.4110,138.3116,155.8620
9/8/2000,147.4110,139.5523,155.0830
10/8/2000,147.4110,139.0324,151.9168
11/8/2000,147.4110,139.2123,153.6661
14/8/2000,147.4110,140.3620,155.7517
15/8/2000,147.4110,140.0524,153.4068
16/8/2000,147.4110,140.7117,153.2147
17/8/2000,147.4110,139.9019,153.9921
18/8/2000,147.4110,140.0087,154.3879
21/8/2000,147.4110,140.1408,156.1485
22/8/2000,147.4110,140.4216,156.9243
23/8/2000,147.4110,140.3142,158.5369
24/8/2000,147.4110,139.5590,157.1951
25/8/2000,147.4110,139.9855,156.7538
28/8/2000,147.4110,140.6040,158.6224
29/8/2000,147.4110,140.1093,158.7971
30/8/2000,147.4110,139.9660,158.4399
31/8/2000,158.4870,140.7679,160.4529
1/9/2000,158.4870,142.9337,158.6963
4/9/2000,158.4870,144.2067,158.7404
5/9/2000,158.4870,143.3605,159.7894
6/9/2000,158.4870,142.7670,159.5431
7/9/2000,158.4870,143.0173,161.6696
8/9/2000,158.4870,140.9673,161.8228
11/9/2000,158.4870,140.9002,162.1263
12/9/2000,158.4870,140.2828,161.5677
13/9/2000,158.4870,138.6791,160.9945
14/9/2000,158.4870,140.0354,161.0928
15/9/2000,158.4870,138.7652,159.1306
18/9/2000,158.4870,137.8647,158.4654
19/9/2000,158.4870,137.9403,160.2943
20/9/2000,158.4870,136.4902,160.5868
21/9/2000,158.4870,134.4019,159.5891
22/9/2000,158.4870,134.4381,154.4027
25/9/2000,158.4870,135.9476,154.7875
26/9/2000,158.4870,134.5710,152.2334
27/9/2000,158.4870,135.1680,151.9511
28/9/2000,158.4870,134.8310,154.8391
29/9/2000,151.0370,135.0187,152.7182
2/10/2000,151.0370,135.9309,152.4695
3/10/2000,151.0370,136.8168,152.1260
4/10/2000,151.0370,136.1089,153.8051
5/10/2000,151.0370,137.0507,154.4479
6/10/2000,151.0370,135.8824,151.7991
9/10/2000,151.0370,133.1577,151.0380
10/10/2000,151.0370,133.3462,149.6184
11/10/2000,151.0370,130.4651,145.7350
12/10/2000,151.0370,131.2947,143.8169
13/10/2000,151.0370,132.5223,148.9085
16/10/2000,151.0370,133.3437,150.6590
17/10/2000,151.0370,131.9258,147.8280
18/10/2000,151.0370,130.8738,147.4974
19/10/2000,151.0370,134.0762,153.8772
20/10/2000,151.0370,134.8805,154.9440
23/10/2000,151.0370,135.8960,155.3688
24/10/2000,151.0370,138.6701,155.5183
25/10/2000,151.0370,137.5893,154.1255
26/10/2000,151.0370,136.6083,154.2593
27/10/2000,151.0370,137.6409,153.3609
30/10/2000,151.0370,138.0743,154.7186
31/10/2000,154.4630,139.3411,157.7159
1/11/2000,154.4630,139.1634,155.2393
2/11/2000,154.4630,138.8829,155.8271
3/11/2000,154.4630,138.8578,154.8855
6/11/2000,154.4630,138.7799,155.9467
7/11/2000,154.4630,138.6874,156.0994
8/11/2000,154.4630,138.4495,154.4780
9/11/2000,154.4630,137.2571,152.9871
10/11/2000,154.4630,135.6048,148.3618
13/11/2000,154.4630,133.6976,147.2371
14/11/2000,154.4630,136.9930,151.0972
15/11/2000,154.4630,137.5269,151.6052
16/11/2000,154.4630,136.9281,150.7648
17/11/2000,154.4630,136.3967,150.5645
20/11/2000,154.4630,134.3939,148.1811
21/11/2000,154.4630,135.1505,149.0498
22/11/2000,154.4630,132.1937,146.5473
23/11/2000,154.4630,133.0875,146.7474
24/11/2000,154.4630,135.0003,149.4858
27/11/2000,154.4630,135.6306,148.6582
28/11/2000,154.4630,133.6524,146.1316
29/11/2000,154.4630,133.0628,146.0881
30/11/2000,141.1230,130.2619,141.2930
1/12/2000,141.6010,131.8167,140.7373
4/12/2000,139.6420,129.8253,139.0878
5/12/2000,144.0350,133.3190,145.2314
6/12/2000,142.7320,132.6708,142.6123
7/12/2000,141.2380,132.0338,140.9034
8/12/2000,143.2000,132.6946,144.1127
11/12/2000,146.4520,135.3613,147.1382
12/12/2000,145.9130,134.9411,146.5544
13/12/2000,145.2040,134.2979,145.7778
14/12/2000,141.8910,132.0721,141.7433
15/12/2000,137.8430,129.5682,136.8080
18/12/2000,138.7140,130.2107,138.0901
19/12/2000,138.3780,131.6984,136.8928
20/12/2000,132.6700,127.7218,129.8470
21/12/2000,131.7450,126.4282,129.9023
22/12/2000,132.4660,126.5057,131.6093
25/12/2000,132.9010,126.5057,131.6093
26/12/2000,132.6820,126.3914,131.7031
27/12/2000,133.7820,128.2245,132.7162
28/12/2000,134.8020,129.2199,133.9214
29/12/2000,132.8280,128.9487,130.6687
1/1/2001,132.8280,128.9487,130.6687
2/1/2001,129.5340,127.1991,126.0527
3/1/2001,132.5250,125.7565,132.5919
4/1/2001,132.6590,128.1330,131.2364
5/1/2001,129.9880,127.4097,126.7808
8/1/2001,129.7430,126.8570,126.7105
9/1/2001,130.3060,125.8927,128.6920
10/1/2001,130.5160,125.1843,129.9046
11/1/2001,130.4160,126.4527,129.9128
12/1/2001,130.4440,127.2883,129.3550
15/1/2001,131.2400,127.7808,130.2888
16/1/2001,131.5710,126.1075,131.4113
17/1/2001,133.8300,129.1603,133.0191
18/1/2001,133.3790,128.4875,132.7958
19/1/2001,134.2720,128.2914,133.6930
22/1/2001,134.2610,128.3409,133.5677
23/1/2001,134.6140,128.1365,134.6411
24/1/2001,136.8060,129.4938,137.6325
25/1/2001,136.9260,129.9868,137.2961
26/1/2001,136.4380,129.7562,136.7605
29/1/2001,137.4620,130.0503,138.1023
30/1/2001,137.3520,129.8526,138.2186
31/1/2001,136.6220,130.2073,136.6202
1/2/2001,135.6640,128.8373,135.8365
2/2/2001,134.5620,128.1943,134.3112
5/2/2001,133.8920,127.9418,133.9182
6/2/2001,134.8550,128.7337,135.0457
7/2/2001,133.4940,127.1455,133.7421
8/2/2001,134.2620,127.3192,134.8779
9/2/2001,131.9780,125.5184,131.9804
12/2/2001,132.6750,126.5040,132.8775
13/2/2001,132.8760,126.6414,132.8682
14/2/2001,132.4560,125.2707,132.8903
15/2/2001,135.1880,126.9109,136.2145
16/2/2001,131.6170,124.1188,132.2940
19/2/2001,130.8290,123.7306,131.5899
20/2/2001,130.6010,122.9584,131.0223
21/2/2001,128.3750,121.7928,128.1502
22/2/2001,128.5540,121.3140,128.4424
23/2/2001,127.5770,119.3206,127.6484
26/2/2001,129.1060,120.1275,129.8790
27/2/2001,127.7260,120.3003,127.6393
28/2/2001,126.3510,119.9686,125.6478
1/3/2001,124.9030,118.8249,124.3852
2/3/2001,123.3680,118.7686,122.7428
5/3/2001,124.8130,120.2085,124.2853
6/3/2001,126.1160,121.7413,125.1806
7/3/2001,126.8580,121.7707,126.3728
8/3/2001,126.3310,121.0454,126.0400
9/3/2001,124.2370,119.7134,122.9822
12/3/2001,120.1240,117.0269,117.8215
13/3/2001,121.4380,115.9119,121.3609
14/3/2001,119.4210,114.2101,118.8981
15/3/2001,121.1060,116.1592,120.2332
16/3/2001,119.6380,113.2802,119.0565
19/3/2001,120.4750,112.4813,120.9925
20/3/2001,118.9990,114.1514,117.4138
21/3/2001,118.2800,112.0729,115.9087
22/3/2001,117.2490,107.5427,117.1251
23/3/2001,118.8680,109.8714,118.2672
26/3/2001,121.3040,113.5223,119.5023
27/3/2001,123.4720,115.9222,122.4326
28/3/2001,122.3470,114.4144,120.6691
29/3/2001,122.1660,114.7779,121.2027
30/3/2001,122.5890,115.2295,122.2584
2/4/2001,121.6300,114.8327,121.0117
3/4/2001,117.9940,111.2991,116.0804
4/4/2001,116.6670,111.5805,113.6770
5/4/2001,121.0240,114.2129,119.5750
6/4/2001,119.3020,113.8148,116.6285
9/4/2001,119.7700,115.4407,117.5402
10/4/2001,123.3450,118.2684,122.2093
11/4/2001,124.1320,118.6209,122.6198
12/4/2001,124.4190,118.3186,123.1223
13/4/2001,124.3600,118.3186,123.1223
16/4/2001,124.9750,118.5585,124.1142
17/4/2001,125.7050,118.0296,125.8034
18/4/2001,130.8960,121.4067,131.9876
19/4/2001,130.3840,120.8046,131.3536
20/4/2001,128.1110,119.6572,128.5357
23/4/2001,127.1270,118.7270,127.1365
24/4/2001,126.6800,119.2635,126.0181
25/4/2001,127.5010,118.9771,127.6831
26/4/2001,127.7690,119.6001,127.6687
27/4/2001,130.1780,121.4851,130.7669
30/4/2001,131.0850,122.7538,131.2870
1/5/2001,132.1130,122.3619,132.4673
2/5/2001,132.1490,121.7375,132.5669
3/5/2001,130.1860,119.3174,130.2651
4/5/2001,131.2850,120.1364,132.0060
7/5/2001,131.8670,120.9327,132.2539
8/5/2001,131.9970,120.9976,132.8818
9/5/2001,131.3130,120.2728,132.3803
10/5/2001,132.0400,122.4811,132.4690
11/5/2001,132.0450,121.9874,132.5140
14/5/2001,131.4710,119.9399,133.2743
15/5/2001,131.5280,121.1982,132.5284
16/5/2001,132.6630,121.2017,135.4142
17/5/2001,133.9000,122.3942,136.1597
18/5/2001,134.6130,123.2054,137.0732
21/5/2001,136.3500,123.8969,139.3227
22/5/2001,137.4510,124.8760,140.3582
23/5/2001,136.8430,123.9303,139.1647
24/5/2001,137.4440,124.1025,140.2245
25/5/2001,136.3120,123.4570,138.7244
28/5/2001,135.8200,123.4801,138.2001
29/5/2001,135.8580,122.8397,138.0705
30/5/2001,133.4700,121.1578,135.5219
31/5/2001,135.0610,121.6545,137.9379
1/6/2001,135.4310,121.4155,138.6918
4/6/2001,135.8550,121.8463,139.2617
5/6/2001,137.0120,123.1889,140.8885
6/6/2001,136.0710,122.3112,139.6103
7/6/2001,136.0260,121.9277,139.7171
8/6/2001,135.4660,121.7343,138.7376
11/6/2001,135.0320,120.6720,138.7963
12/6/2001,133.0430,118.1969,137.7636
13/6/2001,132.3260,119.1653,135.8896
14/6/2001,129.8380,117.6223,132.4684
15/6/2001,128.5440,116.6056,131.2247
18/6/2001,127.7950,115.5562,130.8133
19/6/2001,128.5320,115.9992,131.8849
20/6/2001,129.6650,115.6183,134.1860
21/6/2001,130.4520,115.6086,135.3660
22/6/2001,129.9620,116.0416,133.8800
25/6/2001,128.6550,115.8539,132.0155
26/6/2001,127.8510,114.0760,131.6287
27/6/2001,127.6150,114.1416,131.3375
28/6/2001,130.0870,115.8483,134.8872
29/6/2001,130.8500,116.9837,134.8599
2/7/2001,132.1780,118.6635,136.4452
3/7/2001,131.5310,117.1794,136.0314
4/7/2001,131.2340,116.4155,136.1842
5/7/2001,130.7640,115.7253,135.7955
6/7/2001,127.0520,113.2097,131.4684
9/7/2001,126.9910,113.0578,131.7889
10/7/2001,125.2450,112.2578,128.9583
11/7/2001,123.9750,110.7171,128.0240
12/7/2001,127.2850,112.2627,132.4341
13/7/2001,127.9220,112.9682,133.3882
16/7/2001,126.6310,112.3337,131.5922
17/7/2001,127.1880,111.3814,133.4981
18/7/2001,124.0920,109.8173,129.7680
19/7/2001,125.2760,111.5554,130.7707
20/7/2001,124.4120,110.6337,129.8181
23/7/2001,123.4600,111.1124,128.3389
24/7/2001,121.3490,109.4699,125.3088
25/7/2001,121.5560,107.9954,126.5969
26/7/2001,122.6580,108.8970,128.1092
27/7/2001,123.7660,110.9847,128.7732
30/7/2001,123.7010,112.1659,128.4577
31/7/2001,124.8380,113.4019,129.1359
1/8/2001,124.9670,113.6886,128.9942
2/8/2001,125.3940,113.7269,129.1266
3/8/2001,124.1470,112.6092,127.9401
6/8/2001,123.8770,112.6707,127.2072
7/8/2001,124.6720,112.9520,128.2637
8/8/2001,122.9940,111.5594,126.0966
9/8/2001,120.6750,109.3242,124.2980
10/8/2001,120.1950,108.4443,124.1043
13/8/2001,119.8690,108.9685,123.6722
14/8/2001,120.5350,110.3268,123.2458
15/8/2001,118.6980,109.4507,120.4759
16/8/2001,118.1120,108.2703,120.6537
17/8/2001,116.0290,106.5267,118.0597
20/8/2001,116.6880,106.6289,119.5437
21/8/2001,116.4300,107.7993,118.0580
22/8/2001,116.1110,107.3532,117.7419
23/8/2001,116.5360,107.6978,118.4001
24/8/2001,118.3240,109.3141,120.7568
27/8/2001,118.4920,109.4718,120.6181
28/8/2001,116.9900,108.2104,118.7984
29/8/2001,115.9060,108.0026,117.2393
30/8/2001,113.9570,105.9386,115.2907
31/8/2001,114.2970,106.1530,115.9445
3/9/2001,113.7780,105.0379,116.1940
4/9/2001,116.0690,106.5665,118.3811
5/9/2001,115.4830,105.1388,118.6940
6/9/2001,112.9470,102.7601,115.6298
7/9/2001,109.8010,100.2203,111.8752
10/9/2001,109.9170,99.3388,113.2748
11/9/2001,107.3060,93.2518,112.2700
12/9/2001,107.0220,94.8532,112.4868
13/9/2001,107.3060,95.8185,112.1587
14/9/2001,104.9670,90.9409,110.6601
17/9/2001,102.2870,93.2875,105.1587
18/9/2001,101.5940,92.2841,104.3663
19/9/2001,99.7170,90.1445,101.8872
20/9/2001,96.8650,86.6466,98.9705
21/9/2001,95.4960,84.4677,98.3419
24/9/2001,99.1650,88.8882,102.4223
25/9/2001,99.4250,89.8667,102.2925
26/9/2001,99.6090,91.1905,102.1098
27/9/2001,100.5740,92.3544,103.3074
28/9/2001,103.8310,95.2434,106.6915
1/10/2001,102.8130,93.2477,105.9486
2/10/2001,103.9210,93.9707,107.1591
3/10/2001,104.5800,94.2747,108.7225
4/10/2001,106.3690,97.5247,109.2094
5/10/2001,105.8540,96.9383,108.6769
8/10/2001,105.3570,96.8982,107.7730
9/10/2001,104.7370,96.6723,107.2207
10/10/2001,107.2550,99.0268,110.5431
11/10/2001,109.7110,100.4070,113.3879
12/10/2001,109.1180,99.8388,112.3120
15/10/2001,108.1360,97.8279,112.0001
16/10/2001,108.7680,98.6956,112.5809
17/10/2001,108.7090,100.8418,110.7201
18/10/2001,107.8020,99.4133,110.4195
19/10/2001,108.0210,97.9709,111.6375
22/10/2001,109.8780,99.4230,114.1145
23/10/2001,110.8990,101.7879,113.9602
24/10/2001,110.6980,101.9936,113.4579
25/10/2001,110.5050,100.0800,114.3407
26/10/2001,111.7460,102.4551,115.2379
29/10/2001,108.3000,100.2072,110.9253
30/10/2001,105.9750,97.7702,108.4973
31/10/2001,106.9310,99.3375,109.3386
1/11/2001,108.0690,99.8766,111.1368
2/11/2001,108.5090,100.2942,111.6481
5/11/2001,110.8100,102.6987,114.0956
6/11/2001,111.9380,102.7045,115.8251
7/11/2001,111.4340,103.4936,115.0794
8/11/2001,113.1500,105.4827,116.4472
9/11/2001,112.7290,104.3349,116.5086
12/11/2001,111.6310,102.0850,116.1179
13/11/2001,114.7940,105.3191,119.9547
14/11/2001,114.8490,105.1847,120.0743
15/11/2001,115.5450,105.4845,120.6629
16/11/2001,115.2220,106.0834,119.6731
19/11/2001,117.0710,107.2910,121.8316
20/11/2001,115.7920,105.9416,120.4035
21/11/2001,116.0240,105.9435,120.7120
22/11/2001,116.0130,106.7719,120.3069
23/11/2001,116.7770,106.2472,122.0686
26/11/2001,117.1360,106.1091,122.4231
27/11/2001,116.0170,104.8758,121.1900
28/11/2001,113.7970,103.6350,118.4237
29/11/2001,114.3360,103.6183,119.5236
30/11/2001,113.8120,103.8665,118.2849
3/12/2001,113.1980,103.3798,117.8908
4/12/2001,114.3950,104.6848,119.3134
5/12/2001,117.4340,107.7592,122.3647
6/12/2001,117.2000,108.1268,121.6777
7/12/2001,116.2020,107.0768,120.7684
10/12/2001,114.5270,105.4848,119.1287
11/12/2001,114.2460,105.5357,118.7490
12/12/2001,113.6300,104.4890,117.9363
13/12/2001,111.5180,102.7631,115.7913
14/12/2001,110.8530,101.8281,115.4768
17/12/2001,111.9100,104.1485,116.4068
18/12/2001,112.7900,104.3016,117.6969
19/12/2001,113.2160,103.4240,118.9004
20/12/2001,112.6140,102.8173,118.0497
21/12/2001,114.2560,104.7449,119.8531
24/12/2001,115.1250,105.1583,120.9710
25/12/2001,115.0870,105.1583,120.9710
26/12/2001,115.2400,105.3162,121.3697
27/12/2001,115.5960,106.5942,121.1108
28/12/2001,116.7230,107.4132,122.1595
31/12/2001,115.0850,107.0995,119.5548
1/1/2002,115.0850,107.0995,119.5548
2/1/2002,113.7080,105.5751,118.5049
3/1/2002,115.4180,107.5673,120.1908
4/1/2002,116.8110,107.8957,121.7485
7/1/2002,116.3160,106.9376,121.2463
8/1/2002,115.5930,106.0834,120.9942
9/1/2002,115.4090,106.1556,120.6999
10/1/2002,114.5430,104.9843,120.2491
11/1/2002,114.3010,105.6270,119.4517
14/1/2002,112.8070,103.3362,118.2124
15/1/2002,113.6750,104.2169,119.5151
16/1/2002,112.9520,103.2120,118.6032
17/1/2002,114.2540,104.5055,120.2622
18/1/2002,113.2700,104.0303,118.5853
21/1/2002,113.1260,103.5165,118.6188
22/1/2002,112.4240,103.6381,117.7974
23/1/2002,112.8700,104.1468,118.4753
24/1/2002,114.1900,105.6758,119.6667
25/1/2002,115.5230,105.4215,121.7038
28/1/2002,116.2550,106.2502,122.1657
29/1/2002,113.6630,104.8040,118.6170
30/1/2002,113.7190,103.5574,119.8430
31/1/2002,115.3400,104.9227,121.7805
1/2/2002,114.7300,105.1827,120.8443
4/2/2002,112.1290,103.9802,117.1015
5/2/2002,110.9160,102.2763,116.4566
6/2/2002,110.1400,101.2398,115.7323
7/2/2002,110.3240,102.1392,115.2782
8/2/2002,111.1040,102.0761,116.6680
11/2/2002,111.9390,102.8890,117.5863
12/2/2002,111.9780,102.7618,117.2855
13/2/2002,113.3000,103.6334,118.9767
14/2/2002,113.8870,104.7863,119.1114
15/2/2002,112.4780,103.8534,117.2351
18/2/2002,112.5880,103.2959,117.6392
19/2/2002,110.0960,101.3686,114.9537
20/2/2002,110.8370,100.6884,116.8220
21/2/2002,110.5300,101.6805,115.1362
22/2/2002,110.1530,100.5998,115.2508
25/2/2002,112.2600,102.1497,118.1057
26/2/2002,112.6670,102.9065,118.4243
27/2/2002,113.8560,104.4065,119.1068
28/2/2002,113.6500,104.2464,118.6460
1/3/2002,115.6880,105.1301,121.3965
4/3/2002,118.0570,107.2904,123.2844
5/3/2002,117.4480,106.8380,122.4872
6/3/2002,118.0120,107.0030,123.4158
7/3/2002,117.9020,107.5505,121.9931
8/3/2002,118.9190,108.2367,123.3561
11/3/2002,119.1220,107.6334,123.7838
12/3/2002,118.5990,106.7790,123.9220
13/3/2002,117.3850,106.7223,122.3266
14/3/2002,116.8630,106.8089,121.2495
15/3/2002,117.9080,107.6845,122.5128
18/3/2002,118.0560,108.3053,122.7690
19/3/2002,118.4800,108.5724,122.9893
20/3/2002,116.7600,107.4924,120.7694
21/3/2002,116.9390,107.2940,121.3211
22/3/2002,116.8610,107.8227,121.2334
25/3/2002,115.7690,107.1330,119.7954
26/3/2002,116.1050,107.3440,120.4630
27/3/2002,116.9960,107.4998,121.5910
28/3/2002,117.6950,108.6916,121.9238
29/3/2002,117.4690,108.6916,121.9238
1/4/2002,116.6830,108.8060,120.8398
2/4/2002,115.8310,108.0669,119.4991
3/4/2002,115.3590,107.8999,118.4132
4/4/2002,114.9680,106.8152,118.2628
5/4/2002,115.0960,106.9663,118.3195
8/4/2002,115.0940,105.5461,119.0844
9/4/2002,114.4010,105.7683,118.0436
10/4/2002,115.2310,106.5869,118.9358
11/4/2002,112.5130,104.7763,115.4085
12/4/2002,113.3120,105.3384,116.6946
15/4/2002,113.0910,106.0879,115.5848
16/4/2002,115.1480,107.7554,118.0619
17/4/2002,114.8050,107.7556,117.1799
18/4/2002,114.3210,106.9496,116.6587
19/4/2002,114.5140,107.1683,116.9479
22/4/2002,113.3920,106.3398,115.0880
23/4/2002,112.7750,105.9501,114.2178
24/4/2002,111.9730,105.5618,113.1095
25/4/2002,111.0830,104.4201,112.1729
26/4/2002,109.9450,103.9562,110.5394
29/4/2002,108.8980,103.6345,109.0366
30/4/2002,109.7220,104.1338,110.2888
1/5/2002,109.8880,103.7955,110.6963
2/5/2002,109.9900,103.7580,110.8392
3/5/2002,108.3240,102.9939,108.3967
6/5/2002,106.7080,102.6258,105.9046
7/5/2002,106.2630,101.4950,105.9405
8/5/2002,109.6910,103.7151,110.6240
9/5/2002,108.7400,103.3792,108.9552
10/5/2002,107.0200,102.1938,106.6050
13/5/2002,108.4810,103.1136,108.8427
14/5/2002,110.9100,104.3929,112.3970
15/5/2002,110.5750,104.8098,111.1444
16/5/2002,110.8380,104.4616,111.6402
17/5/2002,110.3090,103.6336,111.0549
20/5/2002,109.3260,103.0078,109.5103
21/5/2002,108.9110,102.8294,108.6392
22/5/2002,108.1760,101.3503,108.2316
23/5/2002,109.2920,101.5692,110.0445
24/5/2002,108.4850,101.5812,108.4955
27/5/2002,108.7120,101.7366,108.8612
28/5/2002,107.1520,100.6938,106.8694
29/5/2002,106.3160,100.3429,105.7799
30/5/2002,105.3240,98.9164,104.8869
31/5/2002,105.7850,99.6980,105.4185
3/6/2002,103.8400,98.8687,102.3133
4/6/2002,102.6780,96.9863,101.7455
5/6/2002,103.3470,96.4104,103.2642
6/6/2002,101.4460,95.9958,100.3896
